Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Year,Month,MonthName,Quarter,Weekday,ShippingDays,ProfitMargin,IsProfitable
1316,9637,2009-01-03,Low,49,28359.4,0.05,Regular Air,14440.39,574.74,24.49,Andy Reiter,Saskachewan,Prarie,Corporate,Technology,Office Machines,Polycom ViaVideoª Desktop Video Communications Unit,Large Box,0.37,2009-01-10,2009,2009-01,Jan,2009Q1,Saturday,7,0.5091923665521837,1
1317,9637,2009-01-03,Low,12,123.76,0.04,Regular Air,32.44,10.14,2.27,Andy Reiter,Saskachewan,Prarie,Corporate,Office Supplies,Paper,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Wrap Bag,0.36,2009-01-07,2009,2009-01,Jan,2009Q1,Saturday,4,0.26212023270846796,1
5704,40354,2009-01-03,High,29,172.51,0.03,Regular Air,12.55,5.58,2.99,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD ª Binder With Locking Rings,Small Box,0.37,2009-01-04,2009,2009-01,Jan,2009Q1,Saturday,1,0.072749405831546,1
5705,40354,2009-01-03,High,4,698.0,0.09,Delivery Truck,-93.16,212.6,52.2,Patrick Jones,New Brunswick,Atlantic,Home Office,Furniture,Tables,Bush Advantage Collection¨ Round Conference Table,Jumbo Box,0.64,2009-01-04,2009,2009-01,Jan,2009Q1,Saturday,1,-0.13346704871060172,0
4223,30016,2009-01-03,Critical,15,85.56,0.03,Regular Air,-41.58,5.28,5.66,Bill Donatelli,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,2009-01-05,2009,2009-01,Jan,2009Q1,Saturday,2,-0.4859747545582047,0
1074,7909,2009-01-03,High,29,122.23,0.03,Regular Air,24.55,4.26,1.2,Alex Russell,Alberta,West,Home Office,Office Supplies,Pens & Art Supplies,"Dixon Prang¨ Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44,2009-01-04,2009,2009-01,Jan,2009Q1,Saturday,1,0.20085085494559438,1
1336,9762,2009-01-03,High,12,262.76,0.05,Regular Air,-146.05,20.98,21.2,Larry Tron,Alberta,West,Home Office,Furniture,Office Furnishings,36X48 HARDFLOOR CHAIRMAT,Medium Box,0.78,2009-01-04,2009,2009-01,Jan,2009Q1,Saturday,1,-0.5558304155883697,0
1663,11972,2009-01-03,Not Specified,4,896.49,0.0,Delivery Truck,-452.27,213.45,14.7,Ann Steele,Alberta,West,Corporate,Technology,Office Machines,Panasonic KX-P2130 Dot Matrix Printer,Jumbo Drum,0.59,2009-01-05,2009,2009-01,Jan,2009Q1,Saturday,2,-0.5044897321777153,0
1193,8710,2009-01-04,Critical,17,63.34,0.03,Regular Air,-76.02,3.36,6.27,Tamara Dahlen,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4,2009-01-05,2009,2009-01,Jan,2009Q1,Sunday,1,-1.2001894537417113,0
1194,8710,2009-01-04,Critical,42,151.35,0.07,Express Air,8.33,3.71,1.93,Tamara Dahlen,Ontario,Ontario,Corporate,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",Wrap Bag,0.35,2009-01-06,2009,2009-01,Jan,2009Q1,Sunday,2,0.055037991410637595,1
6953,49730,2009-01-04,High,3,1039.56,0.06,Delivery Truck,-394.69,350.98,30.0,Dave Hallsten,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Jumbo Drum,0.61,2009-01-05,2009,2009-01,Jan,2009Q1,Sunday,1,-0.37967024510369773,0
8015,57253,2009-01-05,Critical,25,2750.107,0.04,Regular Air,667.45,125.99,5.26,Darren Budd,Ontario,Ontario,Consumer,Technology,Telephones and Communication,232,Small Box,0.55,2009-01-05,2009,2009-01,Jan,2009Q1,Monday,0,0.24269964768643548,1
8014,57253,2009-01-05,Critical,49,240.3,0.08,Regular Air,-139.16,4.91,5.68,Darren Budd,Ontario,Ontario,Consumer,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.7,2009-01-06,2009,2009-01,Jan,2009Q1,Monday,1,-0.5791094465251768,0
3983,28451,2009-01-05,Critical,33,4913.7,0.0,Delivery Truck,1054.93,145.45,17.85,Pauline Chand,Ontario,Ontario,Small Business,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,2009-01-07,2009,2009-01,Jan,2009Q1,Monday,2,0.21469157661232882,1
3982,28451,2009-01-05,Critical,41,8958.46,0.02,Regular Air,2593.14,209.84,21.21,Pauline Chand,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Large Box,0.59,2009-01-06,2009,2009-01,Jan,2009Q1,Monday,1,0.2894626978297609,1
3981,28451,2009-01-05,Critical,21,4201.08,0.01,Regular Air,1162.76,194.3,11.54,Pauline Chand,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Large Box,0.59,2009-01-07,2009,2009-01,Jan,2009Q1,Monday,2,0.2767764479610005,1
8013,57253,2009-01-05,Critical,48,12635.75,0.07,Regular Air,-335.24,279.48,35.0,Darren Budd,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,2009-01-05,2009,2009-01,Jan,2009Q1,Monday,0,-0.026531072552084364,0
8291,59232,2009-01-05,High,23,725.43,0.0,Regular Air,245.97,30.98,5.76,Robert Waldorf,Saskachewan,Prarie,Home Office,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box,0.4,2009-01-07,2009,2009-01,Jan,2009Q1,Monday,2,0.3390678631983789,1
8012,57253,2009-01-05,Critical,29,653.54,0.06,Delivery Truck,-1358.9,20.98,53.03,Darren Budd,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuisª Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.64,2009-01-07,2009,2009-01,Jan,2009Q1,Monday,2,-2.0792912446062983,0
8011,57253,2009-01-05,Critical,43,78.08,0.08,Regular Air,1.74,1.81,0.75,Darren Budd,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,0.58,2009-01-06,2009,2009-01,Jan,2009Q1,Monday,1,0.02228483606557377,1
3588,25601,2009-01-05,Medium,43,257.41,0.09,Regular Air,-131.08,5.98,4.69,Valerie Dominguez,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,"Perma STOR-ALLª Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,0.68,2009-01-06,2009,2009-01,Jan,2009Q1,Monday,1,-0.5092265257759994,0
47,290,2009-01-05,Not Specified,24,188.73,0.05,Regular Air,-32.48,7.64,5.83,Dorris Love,Quebec,Quebec,Home Office,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2009-01-06,2009,2009-01,Jan,2009Q1,Monday,1,-0.17209770571716207,0
7352,52386,2009-01-05,High,6,700.73,0.08,Delivery Truck,-188.58,120.97,26.3,Susan Vittorini,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Canon S750 Color Inkjet Printer,Jumbo Drum,0.38,2009-01-07,2009,2009-01,Jan,2009Q1,Monday,2,-0.26911934696673473,0
4555,32418,2009-01-05,Not Specified,5,1244.19,0.08,Delivery Truck,-131.31,243.98,43.32,Marina Lichtenstein,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,2009-01-06,2009,2009-01,Jan,2009Q1,Monday,1,-0.10553854314855447,0
165,1028,2009-01-05,High,11,2021.147,0.01,Regular Air,-60.39,205.99,5.99,Matt Collins,British Columbia,West,Consumer,Technology,Telephones and Communication,3285,Small Box,0.59,2009-01-07,2009,2009-01,Jan,2009Q1,Monday,2,-0.02987907361513042,0
164,1028,2009-01-05,High,6,165.75,0.03,Regular Air,-28.46,28.48,1.99,Matt Collins,British Columbia,West,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2009-01-06,2009,2009-01,Jan,2009Q1,Monday,1,-0.17170437405731523,0
2001,14274,2009-01-06,Not Specified,23,3674.08,0.01,Delivery Truck,112.44,150.98,30.0,Craig Leslie,Saskachewan,Prarie,Consumer,Furniture,Chairs & Chairmats,Novimex Swivel Fabric Task Chair,Jumbo Drum,0.74,2009-01-08,2009,2009-01,Jan,2009Q1,Tuesday,2,0.03060357967164569,1
3283,23488,2009-01-06,High,29,101.77,0.03,Regular Air,-73.19,3.28,3.97,Julia Barnett,Yukon,Yukon,Home Office,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,2009-01-08,2009,2009-01,Jan,2009Q1,Tuesday,2,-0.7191706789820183,0
947,6854,2009-01-06,Medium,1,22.13,0.07,Express Air,-2.39,7.68,6.16,Victor Price,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35,2009-01-08,2009,2009-01,Jan,2009Q1,Tuesday,2,-0.10799819249887033,0
948,6854,2009-01-06,Medium,19,129.84,0.05,Express Air,2.39,6.64,4.95,Victor Price,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,0.37,2009-01-08,2009,2009-01,Jan,2009Q1,Tuesday,2,0.018407270486752926,1
3284,23488,2009-01-06,Critical,30,26133.39,0.04,Delivery Truck,-11053.6,880.98,44.55,Julia West,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62,2009-01-07,2009,2009-01,Jan,2009Q1,Tuesday,1,-0.4229684706040816,0
2325,16770,2009-01-06,Critical,17,37.06,0.03,Regular Air,0.61,2.1,0.7,Muhammed Yedwab,New Brunswick,Atlantic,Consumer,Office Supplies,Pens & Art Supplies,"Sanford EarthWrite¨ Recycled Pencils, Medium Soft, #2",Wrap Bag,0.57,2009-01-07,2009,2009-01,Jan,2009Q1,Tuesday,1,0.01645979492714517,1
2002,14274,2009-01-06,Not Specified,46,1413.89,0.01,Express Air,-40.72,28.28,13.99,Craig Leslie,Saskachewan,Prarie,Consumer,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,0.58,2009-01-08,2009,2009-01,Jan,2009Q1,Tuesday,2,-0.028799977367404816,0
2351,16961,2009-01-06,Not Specified,34,1089.59,0.01,Regular Air,433.24,30.98,5.09,Tracy Collins,New Brunswick,Atlantic,Consumer,Office Supplies,Paper,Xerox 19,Small Box,0.4,2009-01-08,2009,2009-01,Jan,2009Q1,Tuesday,2,0.39761745243623753,1
5794,41094,2009-01-06,Low,46,298.97,0.09,Regular Air,-225.86,6.48,8.73,Maribeth Schnelling,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,Xerox 227,Small Box,0.37,2009-01-08,2009,2009-01,Jan,2009Q1,Tuesday,2,-0.7554604140883701,0
5795,41094,2009-01-06,Low,6,159.05,0.05,Regular Air,-153.46,20.34,35.0,Maribeth Schnelling,New Brunswick,Atlantic,Corporate,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box,0.84,2009-01-10,2009,2009-01,Jan,2009Q1,Tuesday,4,-0.9648538195535995,0
6773,48226,2009-01-06,Low,23,2357.45,0.02,Delivery Truck,-108.8,100.98,35.84,Corey Roper,Newfoundland,Atlantic,Small Business,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,2009-01-06,2009,2009-01,Jan,2009Q1,Tuesday,0,-0.04615156206918493,0
2350,16961,2009-01-06,Not Specified,27,46.86,0.06,Regular Air,-37.08,1.7,1.99,Tracy Collins,New Brunswick,Atlantic,Consumer,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,Small Pack,0.51,2009-01-07,2009,2009-01,Jan,2009Q1,Tuesday,1,-0.7912932138284251,0
2003,14274,2009-01-06,Not Specified,2,61.7185,0.03,Regular Air,-164.04,35.99,1.1,Craig Leslie,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,Accessory35,Small Box,0.55,2009-01-07,2009,2009-01,Jan,2009Q1,Tuesday,1,-2.657874057211371,0
450,3073,2009-01-07,Medium,3,10.58,0.05,Regular Air,-11.58,1.98,4.77,Jasper Cacioppo,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4,2009-01-08,2009,2009-01,Jan,2009Q1,Wednesday,1,-1.0945179584120983,0
451,3073,2009-01-07,Medium,3,2119.67,0.07,Express Air,-2314.74,699.99,24.49,Jasper Cacioppo,Quebec,Quebec,Home Office,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,2009-01-08,2009,2009-01,Jan,2009Q1,Wednesday,1,-1.0920284761307184,0
452,3073,2009-01-07,Medium,7,45923.76,0.07,Regular Air,102.61,6783.02,24.49,Jasper Cacioppo,Quebec,Quebec,Home Office,Technology,Office Machines,Polycom ViewStationª ISDN Videoconferencing Unit,Large Box,0.39,2009-01-08,2009,2009-01,Jan,2009Q1,Wednesday,1,0.002234355375082528,1
6199,43909,2009-01-07,High,46,737.25,0.08,Regular Air,-199.13,15.99,13.18,Chloris Kastensmidt,Alberta,West,Consumer,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,2009-01-08,2009,2009-01,Jan,2009Q1,Wednesday,1,-0.2700983384198033,0
2539,18405,2009-01-07,Medium,2,158.04,0.03,Regular Air,-263.09,73.98,14.52,George Ashbrook,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.65,2009-01-10,2009,2009-01,Jan,2009Q1,Wednesday,3,-1.664705137939762,0
2538,18405,2009-01-07,Medium,30,610.65,0.09,Express Air,60.27,20.98,8.83,George Ashbrook,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Premium Transparent Presentation Covers by GBC,Small Box,0.37,2009-01-09,2009,2009-01,Jan,2009Q1,Wednesday,2,0.09869810857283223,1
4778,33923,2009-01-07,Low,34,1961.7915,0.05,Regular Air,425.75,65.99,5.99,Benjamin Venier,British Columbia,West,Small Business,Technology,Telephones and Communication,i1000,Small Box,0.58,2009-01-11,2009,2009-01,Jan,2009Q1,Wednesday,4,0.21702102389576058,1
5733,40704,2009-01-07,Low,6,11.57,0.01,Regular Air,-2.06,1.76,0.7,Julie Kriz,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,2009-01-12,2009,2009-01,Jan,2009Q1,Wednesday,5,-0.1780466724286949,0
4540,32295,2009-01-07,High,11,607.597,0.07,Regular Air,-112.24,65.99,5.99,Pauline Chand,Ontario,Ontario,Small Business,Technology,Telephones and Communication,i1000,Small Box,0.58,2009-01-08,2009,2009-01,Jan,2009Q1,Wednesday,1,-0.1847277060288316,0
4234,30083,2009-01-08,Not Specified,23,324.28,0.07,Regular Air,20.43,14.56,3.5,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58,2009-01-09,2009,2009-01,Jan,2009Q1,Thursday,1,0.06300111015172075,1
611,4193,2009-01-08,High,16,64.29,0.07,Regular Air,14.42,4.13,0.99,Sandra Flanagan,Ontario,Ontario,Home Office,Office Supplies,Labels,Avery 491,Small Box,0.39,2009-01-08,2009,2009-01,Jan,2009Q1,Thursday,0,0.22429615803390882,1
998,7203,2009-01-08,High,25,21752.01,0.03,Regular Air,9296.35,896.99,19.99,Ruben Dartt,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Small Box,0.38,2009-01-10,2009,2009-01,Jan,2009Q1,Thursday,2,0.4273788950998092,1
612,4193,2009-01-08,High,3,75.77,0.03,Regular Air,64.25,22.72,8.99,Sandra Flanagan,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.44,2009-01-08,2009,2009-01,Jan,2009Q1,Thursday,0,0.8479609344067573,1
4449,31715,2009-01-09,Not Specified,24,64.11,0.09,Regular Air,-4.09,2.78,0.97,Mark Haberlin,Nova Scotia,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,0.59,2009-01-11,2009,2009-01,Jan,2009Q1,Friday,2,-0.06379659959444704,0
4451,31715,2009-01-09,Not Specified,44,145.19,0.05,Regular Air,-116.87,3.28,3.97,Mark Haberlin,British Columbia,West,Small Business,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,2009-01-09,2009,2009-01,Jan,2009Q1,Friday,0,-0.8049452441628212,0
1173,8576,2009-01-09,High,43,541.45,0.0,Express Air,-164.25,11.66,8.99,Cynthia Voltz,Yukon,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Small Pack,0.59,2009-01-11,2009,2009-01,Jan,2009Q1,Friday,2,-0.3033521100747991,0
8161,58343,2009-01-09,Not Specified,39,121.87,0.07,Regular Air,11.32,3.29,1.35,Yana Sorensen,Quebec,Quebec,Corporate,Office Supplies,Rubber Bands,Acco¨ Hot Clipsª Clips to Go,Wrap Bag,0.4,2009-01-11,2009,2009-01,Jan,2009Q1,Friday,2,0.0928858619840814,1
2571,18561,2009-01-09,Not Specified,9,45.87,0.02,Regular Air,-38.9,4.13,6.89,Joni Blumstein,Ontario,Ontario,Home Office,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Small Box,0.39,2009-01-10,2009,2009-01,Jan,2009Q1,Friday,1,-0.8480488336603444,0
4450,31715,2009-01-09,Not Specified,11,68.5,0.01,Regular Air,-53.85,5.38,7.57,Mark Haberlin,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,"Acco PRESSTEX¨ Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Small Box,0.36,2009-01-10,2009,2009-01,Jan,2009Q1,Friday,1,-0.7861313868613139,0
6627,47138,2009-01-09,Low,1,107.95,0.04,Regular Air,-506.31,125.99,8.99,Benjamin Patterson,Ontario,Ontario,Corporate,Technology,Telephones and Communication,M70,Small Box,0.59,2009-01-16,2009,2009-01,Jan,2009Q1,Friday,7,-4.690226956924502,0
5666,40097,2009-01-09,Low,47,117.88,0.1,Regular Air,-71.0,2.6,2.4,Olvera Toch,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,2009-01-14,2009,2009-01,Jan,2009Q1,Friday,5,-0.6023074312860537,0
4425,31553,2009-01-10,Critical,32,4906.85,0.09,Regular Air,1907.94,162.93,19.99,Sean Wendt,British Columbia,West,Corporate,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39,2009-01-12,2009,2009-01,Jan,2009Q1,Saturday,2,0.3888319390240174,1
4073,28999,2009-01-10,High,34,1177.5,0.02,Regular Air,420.05,33.98,1.99,Giulietta Dortch,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.45,2009-01-11,2009,2009-01,Jan,2009Q1,Saturday,1,0.3567303609341826,1
3964,28290,2009-01-10,Low,43,1307.35,0.05,Express Air,-154.24,30.42,8.65,Maria Bertelson,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,2009-01-14,2009,2009-01,Jan,2009Q1,Saturday,4,-0.11797911806325775,0
3965,28290,2009-01-10,Low,3,523.58,0.01,Express Air,-179.36,161.55,19.99,Maria Bertelson,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer¨ Files,Small Box,0.66,2009-01-12,2009,2009-01,Jan,2009Q1,Saturday,2,-0.34256465105619005,0
7731,55367,2009-01-10,Critical,31,2137.1,0.05,Delivery Truck,-686.01,70.98,46.74,Kristina Nunn,Nova Scotia,Atlantic,Consumer,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Jumbo Box,0.56,2009-01-11,2009,2009-01,Jan,2009Q1,Saturday,1,-0.3210004211314398,0
2776,20037,2009-01-10,Low,49,15137.11,0.03,Delivery Truck,4913.16,297.64,14.7,Michelle Moray,Saskachewan,Prarie,Corporate,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Jumbo Drum,0.57,2009-01-15,2009,2009-01,Jan,2009Q1,Saturday,5,0.32457714847814406,1
6273,44391,2009-01-10,Not Specified,16,112.81,0.02,Regular Air,-85.23,6.48,9.17,Ann Steele,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1996,Small Box,0.37,2009-01-11,2009,2009-01,Jan,2009Q1,Saturday,1,-0.7555181278255474,0
2046,14596,2009-01-10,Critical,19,63.14,0.06,Regular Air,-53.75,3.28,3.97,Darren Powers,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,2009-01-11,2009,2009-01,Jan,2009Q1,Saturday,1,-0.8512828634779854,0
2045,14596,2009-01-10,Critical,24,199.12,0.01,Regular Air,73.33,8.34,0.96,Darren Powers,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Document Clip Frames,Wrap Bag,0.43,2009-01-12,2009,2009-01,Jan,2009Q1,Saturday,2,0.36827038971474485,1
4787,33988,2009-01-10,Medium,30,164.78,0.0,Regular Air,-128.47,5.02,5.14,Rob Haberlin,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,2009-01-11,2009,2009-01,Jan,2009Q1,Saturday,1,-0.779645588056803,0
2775,20037,2009-01-10,Low,35,1009.42,0.02,Regular Air,339.58,29.18,8.55,Michelle Moray,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,"Deflect-o SuperTrayª Unbreakable Stackable Tray, Letter, Black",Small Box,0.42,2009-01-15,2009,2009-01,Jan,2009Q1,Saturday,5,0.33641100830179704,1
7732,55367,2009-01-10,Critical,48,571.17,0.05,Regular Air,129.87,11.55,2.36,Kristina Nunn,Nova Scotia,Atlantic,Consumer,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,2009-01-12,2009,2009-01,Jan,2009Q1,Saturday,2,0.22737538736278168,1
2726,19655,2009-01-11,High,31,1143.45,0.06,Regular Air,304.42,39.24,1.99,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,Small Pack,0.51,2009-01-12,2009,2009-01,Jan,2009Q1,Sunday,1,0.26622939350212077,1
3040,21830,2009-01-11,Low,19,6991.65,0.08,Delivery Truck,906.8,399.98,12.06,Andy Gerbode,Saskachewan,Prarie,Consumer,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Jumbo Box,0.56,2009-01-18,2009,2009-01,Jan,2009Q1,Sunday,7,0.12969756781303413,1
4758,33797,2009-01-11,Not Specified,18,216.87,0.03,Regular Air,30.53,11.34,5.01,Bradley Drucker,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.36,2009-01-11,2009,2009-01,Jan,2009Q1,Sunday,0,0.1407755798404574,1
